,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Shelburne,CA,44.0787,-80.2041,64.9,84,25,7.74,scattered clouds
349,Marzuq,YE,14.4,46.4667,86.76,23,22,4.79,few clouds
350,Wenzhou,CN,27.9994,120.6668,75.42,91,3,2.77,light rain
351,Norman Wells,CA,65.282,-126.8329,22.93,95,39,4.21,scattered clouds
352,Coromandel,BR,-18.4733,-47.2003,94.19,22,9,8.57,clear sky
353,Nome,US,64.5011,-165.4064,42.87,87,90,11.5,light rain
354,Poum,NC,-20.2333,164.0167,73.81,72,0,12.3,clear sky
355,Illapel,CL,-31.6308,-71.1653,76.37,27,11,7.54,few clouds
356,Bud,US,39.447,-86.1758,72.25,95,100,4.61,overcast clouds
357,Turukhansk,RU,65.8167,87.9833,38.08,96,100,14.63,light rain
358,Kindersley,CA,51.4668,-109.1682,65.25,24,100,13.82,overcast clouds
359,Kirksville,US,40.1948,-92.5833,64.58,94,90,9.22,mist
360,Muros,ES,42.7762,-9.0603,80.69,50,5,4.65,clear sky
361,Boralday,KZ,43.3578,76.8594,35.46,75,75,2.24,broken clouds
362,Bogorodskoye,RU,56.55,37.8833,42.15,73,13,6.29,few clouds
363,Sitka,US,57.0531,-135.33,37.29,81,20,0,few clouds
364,Andilamena,MG,-17.0167,48.5833,64.24,76,90,7.07,overcast clouds
365,Beidao,CN,34.5686,105.8933,51.96,94,91,3.83,overcast clouds
366,Kloulklubed,PW,7.0419,134.2556,82.9,72,100,18.01,overcast clouds
367,Shuiji,CN,27.4214,118.345,71.69,80,0,3.38,clear sky
368,Mandera,KE,3.9366,41.867,92.68,26,60,12.5,broken clouds
369,Tateyama,JP,34.9833,139.8667,71.1,78,98,12.53,overcast clouds
370,Husiatyn,UA,49.0726,26.2141,56.5,46,8,16.08,clear sky
371,Singarāyakonda,IN,15.25,80.0333,83.17,81,18,8.9,few clouds
372,Ust-Maya,RU,60.4167,134.5333,26.91,89,75,3.6,broken clouds
373,Ahome,MX,25.9167,-109.1833,88.09,75,0,1.99,clear sky
374,Guilin,CN,25.2819,110.2864,76.17,59,29,8.88,light rain
375,Khandyga,RU,62.6667,135.6,28.6,97,100,2.84,light snow
376,Zaigrayevo,RU,51.8336,108.2703,33.06,89,15,3.98,few clouds
377,Sept-Îles,CA,50.2001,-66.3821,63.05,66,47,4,scattered clouds
378,Lakhtinskiy,RU,59.9911,30.1597,57.15,59,58,14.99,broken clouds
379,Provost,CA,52.3501,-110.2683,62.46,25,100,3.94,light rain
380,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.58,72,0,11.34,clear sky
381,Whitehorse,CA,60.7161,-135.0538,26.37,87,14,3.11,few clouds
382,Sri Aman,MY,1.2376,111.4621,74.52,97,97,2.37,overcast clouds
383,La Oroya,PE,-11.5189,-75.8994,50.7,62,98,6.33,overcast clouds
384,Maniitsoq,GL,65.4167,-52.9,38.43,72,100,7.47,overcast clouds
385,Chitral,PK,35.8462,71.7858,68.63,52,0,2.04,clear sky
386,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,81,75,29.93,broken clouds
387,Mercedes,AR,-34.6515,-59.4307,63.84,47,6,16.98,clear sky
388,Iracoubo,GF,5.4802,-53.2011,84.29,74,95,8.08,light rain
389,Zyryanka,RU,65.75,150.85,20.62,65,80,8.32,broken clouds
390,Aswān,EG,24.0934,32.907,88.29,18,0,10.49,clear sky
391,Mackenzie,CA,55.2999,-123.1698,32.22,100,90,0,light snow
392,Beyneu,KZ,45.3167,55.2,46.69,42,88,17.78,overcast clouds
393,Sungai Penuh,ID,-2.0833,101.3833,63.88,97,81,1.32,broken clouds
394,Ekhabi,RU,53.5102,142.9671,39.25,75,99,6.91,overcast clouds
395,Galle,LK,6.0367,80.217,79.77,85,43,9.1,scattered clouds
396,Prince Rupert,CA,54.3161,-130.3201,44.01,82,7,1.45,clear sky
397,Hare Bay,CA,48.8499,-54.0148,61.2,41,33,10.42,scattered clouds
398,Bethanien,NA,-26.502,17.1583,84.76,6,0,22.62,clear sky
399,Sabang,ID,5.8933,95.3214,82.09,73,100,13.04,overcast clouds
400,Kastamonu Province,TR,41.5,33.6667,49.62,81,98,4.09,overcast clouds
401,Carolina,PR,18.3808,-65.9574,89.73,62,40,17.27,scattered clouds
402,Lavrentiya,RU,65.5833,-171,36.32,99,100,7.81,light rain
403,Dali,CN,25.7,100.1833,63.14,88,46,4.16,scattered clouds
404,Tuy Hoa,VN,13.0833,109.3,75.42,91,100,9.73,overcast clouds
405,Ahipara,NZ,-35.1667,173.1667,58.66,95,100,4.72,overcast clouds
406,Hanna,CA,51.6334,-111.9018,62.73,26,100,1.34,overcast clouds
407,Chapais,CA,49.7834,-74.8492,60.1,60,100,4.16,overcast clouds
408,Dakar,SN,14.6937,-17.4441,90.48,69,100,5.21,overcast clouds
409,Kathu,TH,7.9178,98.3332,81.7,99,100,20.54,overcast clouds
410,Puerto Maldonado,PE,-12.6,-69.1833,77.4,78,75,5.75,broken clouds
411,Margate,GB,51.3813,1.3862,62.31,69,87,3,overcast clouds
412,Namwala,ZM,-15.7504,26.4384,89.92,17,61,9.6,broken clouds
413,Vinh Long,VN,10.25,105.9667,78.78,95,100,5.39,overcast clouds
414,Eqbālīyeh,IR,35.3022,51.5358,78.62,23,2,3.44,clear sky
415,Olinda,BR,-8.0089,-34.8553,83.93,70,40,13.8,scattered clouds
416,Brylivka,UA,46.4248,33.1472,50.88,50,66,17.38,broken clouds
417,Makkah al Mukarramah,SA,21.4267,39.8261,90.59,35,17,5.79,few clouds
418,Canberra,AU,-35.2835,149.1281,49.98,80,85,1.99,overcast clouds
419,Jalu,LY,29.0331,21.5482,79.59,28,0,9.75,clear sky
420,Roald,NO,62.5833,6.1333,57.11,87,75,5.75,broken clouds
421,Halifax,CA,44.6453,-63.5724,71.01,53,13,1.99,few clouds
422,Ancud,CL,-41.8697,-73.8203,54.93,46,0,4.61,clear sky
423,Pontian Kecil,MY,1.4801,103.3899,84.38,83,100,10.67,overcast clouds
424,Deputatsky,RU,69.3,139.9,19.87,89,100,7.11,overcast clouds
425,Sortland,NO,68.6949,15.4162,48.38,85,100,7.63,overcast clouds
426,Majholi,IN,23.5,79.9167,78.12,75,11,1.32,few clouds
427,Surab,PK,28.4914,66.2585,68.81,20,0,7.07,clear sky
428,Ayr,GB,55.4627,-4.6339,57.2,71,40,12.66,scattered clouds
429,Nuuk,GL,64.1835,-51.7216,39.81,65,75,2.3,broken clouds
430,Beringovskiy,RU,63.05,179.3167,31.66,84,99,14.47,overcast clouds
431,Nyahururu,KE,0.0421,36.3673,58.19,78,97,5.97,light rain
432,Mackay,AU,-21.15,149.2,71.04,82,2,3.4,clear sky
433,Port Hedland,AU,-20.3167,118.5667,66.25,88,1,6.91,clear sky
434,Shiyan,CN,32.6475,110.7781,55.89,97,100,1.97,light rain
435,Bubaque,GW,11.2833,-15.8333,83.5,67,16,7,light rain
436,Adrar,MR,20.5022,-10.0711,103.12,11,17,10.16,few clouds
437,Magadan,RU,59.5667,150.8,26.1,52,0,4.7,clear sky
438,Oddur,SO,4.1213,43.8894,87.12,36,98,13.04,overcast clouds
439,Doha,QA,25.2867,51.5333,89.91,64,0,8.05,clear sky
440,Ati,TD,13.2154,18.3353,97.3,15,6,6.96,clear sky
441,Belmonte,BR,-15.8631,-38.8828,81.1,58,23,8.88,few clouds
442,Srednekolymsk,RU,67.45,153.6833,15.69,85,75,6.78,broken clouds
443,Boa Vista,BR,2.8197,-60.6733,91.38,49,75,12.66,broken clouds
444,Rawson,AR,-43.3002,-65.1023,54.18,24,0,4.09,clear sky
445,Skjervøy,NO,70.0311,20.9714,44.6,76,100,6.53,overcast clouds
446,São Filipe,CV,14.8961,-24.4956,81.25,69,54,9.89,broken clouds
447,Varhaug,NO,58.6147,5.6457,59.79,79,76,10.8,broken clouds
448,Djibouti,DJ,11.5,42.5,87.22,43,48,9.73,scattered clouds
449,Miraflores,MX,19.2167,-98.8083,66.96,77,55,3.49,broken clouds
450,Havre-St-Pierre,CA,50.2334,-63.5986,57.33,65,49,13.38,scattered clouds
451,Haines Junction,CA,60.7522,-137.5108,27.28,75,12,2.98,few clouds
452,Lensk,RU,60.7253,114.9278,28.9,83,87,8.52,overcast clouds
453,San Rafael del Sur,NI,11.8485,-86.4384,87.08,61,94,7.83,overcast clouds
454,Mikhaylovka,RU,50.06,43.2379,43.63,39,100,10.18,overcast clouds
455,Herat Province,AF,34.5,62,61.52,22,0,14.41,clear sky
456,Tura,IN,25.5198,90.2201,74.1,89,2,2.55,clear sky
457,Puerto Escondido,MX,15.85,-97.0667,86.58,62,34,4.38,scattered clouds
458,Mitsamiouli,KM,-11.3847,43.2844,76.73,82,12,4.45,few clouds
459,Visby,SE,57.6409,18.296,57.85,88,75,8.05,broken clouds
460,Trairi,BR,-3.2778,-39.2689,89.6,52,57,16.62,broken clouds
461,Tilichiki,RU,60.4667,166.1,28.8,69,100,10.04,overcast clouds
462,Gweta,BW,-20.1833,25.2333,89.13,25,96,8.99,overcast clouds
463,Būgai,LT,55.4167,22.6167,54.93,56,98,15.84,overcast clouds
464,Berbera,SO,10.4396,45.0143,91.92,58,32,5.68,scattered clouds
465,Kendari,ID,-3.945,122.4989,75.04,92,74,1.88,broken clouds
466,Chimoio,MZ,-19.1164,33.4833,78.66,57,20,13.8,few clouds
467,Kaeo,NZ,-35.1,173.7833,61.32,95,97,4.38,overcast clouds
468,Raglan,NZ,-37.8,174.8833,59.09,95,100,8.43,moderate rain
469,Matara,LK,5.9485,80.5353,78.24,90,52,7.99,broken clouds
470,Isoka,ZM,-10.1606,32.6335,81.34,22,64,7.85,broken clouds
471,Jining,CN,35.405,116.5814,56.52,89,100,11.81,light rain
472,Fort Payne,US,34.4442,-85.7197,74.21,75,90,3.44,overcast clouds
473,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,40,14.97,scattered clouds
474,Seoul,KR,37.5683,126.9778,67.51,81,95,3.13,overcast clouds
475,Nogliki,RU,51.8333,143.1667,35.6,77,33,9.6,scattered clouds
476,Vallenar,CL,-28.5708,-70.7581,77.07,26,100,4.99,overcast clouds
477,Valparaíso,CL,-33.0393,-71.6273,64.63,63,0,5.75,clear sky
478,Mbanza-Ngungu,CD,-5.25,14.8667,83.53,48,90,1.39,overcast clouds
479,Warrensburg,US,38.7628,-93.7361,67.26,84,90,4.61,overcast clouds
480,Ust-Nera,RU,64.5667,143.2,19.36,94,76,5.12,broken clouds
481,Meadow Lake,US,34.8014,-106.5436,70.48,70,58,9.04,broken clouds
482,Walvis Bay,NA,-22.9575,14.5053,56.08,58,33,11.12,scattered clouds
483,Hammerfest,NO,70.6634,23.6821,43.25,87,75,13.8,broken clouds
484,‘Ewa Beach,US,21.3156,-158.0072,76.95,76,75,11.5,broken clouds
485,Itarema,BR,-2.9248,-39.9167,90.41,53,43,18.37,scattered clouds
486,Ostrovnoy,RU,68.0531,39.5131,49.17,87,100,21.63,overcast clouds
487,Leh,IN,34.1667,77.5833,52.7,26,0,4.23,clear sky
488,Rosarito,MX,32.3333,-117.0333,68.97,80,5,3.27,clear sky
489,Alenquer,BR,-1.9417,-54.7383,89.94,38,100,4.68,overcast clouds
490,Lerwick,GB,60.1545,-1.1494,50,71,10,7.78,clear sky
491,Blagoyevo,RU,63.3667,47.9167,44.47,78,43,9.6,scattered clouds
492,Codrington,AU,-38.2667,141.9667,46.47,75,71,14.27,broken clouds
493,Caceres,ES,39.522,-6.3748,78.8,37,3,4.99,clear sky
494,Tutin,RS,42.9903,20.3314,57.25,75,99,3.36,overcast clouds
495,Ulagan,RU,50.6321,87.9563,28.96,96,100,4.79,snow
496,Ganzhou,CN,28.8184,115.4327,74.25,74,43,6.55,light rain
497,Siraha,NP,26.6541,86.2087,79.45,79,7,2.77,clear sky
498,Taoudenni,ML,22.6783,-3.9836,107.91,5,6,15.32,clear sky
499,Sungai Padi,TH,6.0851,101.8766,74.98,93,100,3.83,light rain
500,Ilulissat,GL,69.2167,-51.1,32.02,51,75,3.44,broken clouds
501,Cuiluan,CN,47.72,128.648,37.76,74,95,0.98,overcast clouds
502,Aksu,CN,41.1231,80.2644,60.4,40,100,5.68,overcast clouds
503,Piteå,SE,65.3172,21.4794,49.08,98,100,8.63,light rain
504,Bulri,PK,24.8667,68.3333,84.87,60,45,11.05,scattered clouds
505,Touros,BR,-5.1989,-35.4608,88.7,60,100,17.43,overcast clouds
506,Williston,US,48.147,-103.618,74.14,26,94,12.17,overcast clouds
507,Sal Rei,CV,16.1833,-22.9167,80.8,74,75,16.11,light intensity drizzle
508,Linhares,BR,-19.3911,-40.0722,82.53,62,96,9.69,overcast clouds
509,Kostomuksha,RU,64.571,30.5767,47.14,79,100,15.05,overcast clouds
510,Les Cayes,HT,18.2,-73.75,88.88,59,86,9.31,overcast clouds
511,Rincon,US,32.296,-81.2354,82.58,87,90,1.01,overcast clouds
512,Nehe,CN,48.4833,124.8333,42.33,67,97,6.38,overcast clouds
513,Thohoyandou,ZA,-22.9456,30.485,74.93,51,0,5.57,clear sky
514,Bambanglipuro,ID,-7.95,110.2833,76.24,72,100,5.91,overcast clouds
515,Calvinia,ZA,-31.4707,19.776,81.57,8,1,2.44,clear sky
516,Karaton,ID,-6.3424,106.1045,79.95,84,100,4.23,overcast clouds
517,Centralia,US,46.7162,-122.9543,51.69,84,20,6.91,few clouds
518,Chake Chake,TZ,-5.2459,39.7666,75.92,82,98,8.93,overcast clouds
519,Naze,JP,28.3667,129.4833,76.95,72,99,13.89,overcast clouds
520,Guazacapán,GT,14.0742,-90.4167,88.45,56,91,1.59,overcast clouds
521,Manaus,BR,-3.1019,-60.025,93.7,55,40,4.61,scattered clouds
522,Puerto Peñasco,MX,31.3167,-113.5333,78.78,74,1,11.01,clear sky
523,Usakos,NA,-22,15.6,87.28,10,9,17.25,clear sky
524,Ust-Kuyga,RU,70.0167,135.6,26.08,83,100,7.05,overcast clouds
525,Nelson Bay,AU,-32.7167,152.15,58.28,79,50,6.78,scattered clouds
526,Douentza,ML,14.9951,-2.9517,102.72,17,5,6.91,clear sky
527,Anloga,GH,5.7947,0.8973,80.73,79,98,14.79,moderate rain
528,Ullapool,GB,57.8987,-5.1604,53.76,70,77,5.37,broken clouds
529,Pyapon,MM,16.2833,95.6833,77.97,93,100,0.65,light rain
530,Port Moresby,PG,-9.4431,147.1797,76.03,91,100,3.53,overcast clouds
531,Mahanoro,MG,-19.9,48.8,71.98,79,33,2.84,scattered clouds
532,Kapit,MY,2.0167,112.9333,74.73,98,100,0.78,overcast clouds
533,Ocós,GT,14.5094,-92.1933,91.31,73,93,0.96,overcast clouds
534,Sukumo,JP,32.9333,132.7333,66.56,85,0,1.28,clear sky
535,Laramie,US,41.3114,-105.5911,67.24,42,1,3,clear sky
536,Madrid,ES,40.4165,-3.7026,77.23,43,0,1.01,clear sky
537,Acireale,IT,37.6125,15.1663,68.58,97,40,2.3,scattered clouds
538,Nísia Floresta,BR,-6.0911,-35.2086,88.61,50,100,15.82,overcast clouds
539,Cairo Montenotte,IT,44.4031,8.2746,66.81,99,9,7.11,clear sky
540,Simao,CN,22.7886,100.9748,68.52,79,98,2.1,overcast clouds
541,Anadyr,RU,64.75,177.4833,32,88,93,8.01,overcast clouds
542,Half Moon Bay,US,37.4636,-122.4286,63.81,85,90,0,mist
543,Ejea de los Caballeros,ES,42.1263,-1.1372,73.89,38,84,19.53,broken clouds
544,Kavaratti,IN,10.5669,72.642,80.82,81,100,14.23,overcast clouds
545,Baiyin,CN,36.5583,104.2081,55.69,59,97,2.64,overcast clouds
546,Wilmington,US,34.2257,-77.9447,81.86,76,1,12.66,clear sky
547,Fairbanks,US,64.8378,-147.7164,30.6,90,90,4.61,overcast clouds
548,Dingle,PH,10.9995,122.6711,75.92,88,94,2.26,overcast clouds
549,Morondava,MG,-20.2833,44.2833,76.66,72,2,22.37,clear sky
550,Santa Clarita,US,34.3917,-118.5426,73.45,74,75,1.99,haze
551,Xining,CN,36.6167,101.7667,50.88,74,100,1.9,overcast clouds
552,Vuktyl,RU,63.8567,57.3094,42.21,80,88,8.97,overcast clouds
553,Mayya,RU,61.7333,130.2811,33.12,84,98,5.28,overcast clouds
554,Amuntai,ID,-2.4177,115.2494,74.35,97,100,1.32,overcast clouds
555,Alekseyevskoye,RU,55.3071,50.1135,38.08,59,83,5.97,broken clouds
556,Karratha,AU,-20.7377,116.8463,74.26,64,1,7.72,clear sky
557,Sakaraha,MG,-22.9,44.5333,74.37,38,2,15.01,clear sky
558,Siparia,TT,10.1333,-61.5,91.81,63,6,11.14,clear sky
559,Jericó,CO,5.7921,-75.786,71.51,76,98,2.57,overcast clouds
560,Kulhudhuffushi,MV,6.6221,73.07,82.29,79,100,17.18,overcast clouds
561,Te Anau,NZ,-45.4167,167.7167,42.67,94,42,0.65,scattered clouds
562,Castro Alves,BR,-12.7656,-39.4283,92.1,30,97,13.42,overcast clouds
563,San Juan,AR,-31.5375,-68.5364,57.81,31,0,18.54,clear sky
564,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,81.5,39,95,6.69,overcast clouds
565,Alexandria,EG,31.2156,29.9553,74.79,62,0,11.61,clear sky
566,Myre,NO,69.1036,15.9492,46.31,71,100,12.46,overcast clouds
567,Lamesa,US,32.7376,-101.951,73.53,39,2,13.53,clear sky
568,Zhangjiakou,CN,40.81,114.8794,45.86,89,100,2.51,overcast clouds
569,Tepalcatepec,MX,19.1833,-102.85,82.72,64,49,1.59,scattered clouds
570,Campbell River,CA,50.0163,-125.2446,44.6,100,100,1.86,overcast clouds
571,Balkanabat,TM,39.5108,54.3671,61.75,24,99,17.2,overcast clouds
572,Vanavara,RU,60.34,102.2797,28.83,72,98,10.8,overcast clouds
573,Aasiaat,GL,68.7098,-52.8699,30.72,71,100,9.4,overcast clouds
574,Peniche,PT,39.3558,-9.3811,85.62,68,2,12.55,clear sky
575,Sovetskiy,RU,61.3614,63.5842,42.42,77,28,9.73,scattered clouds
576,Ambon City,ID,-3.6954,128.1814,79.74,83,88,5.35,overcast clouds
577,Kiryat Gat,IL,31.61,34.7642,77.68,53,0,11.68,clear sky
578,Ilhabela,BR,-23.7781,-45.3581,70.03,90,97,9.86,overcast clouds
579,Biak,ID,-0.9131,122.8766,75.24,81,29,3.22,scattered clouds
580,Cap Malheureux,MU,-19.9842,57.6142,70.47,79,22,3,light rain
581,Visnes,NO,59.3556,5.2242,60.12,82,0,4.61,clear sky
582,Härnösand,SE,62.6323,17.9379,51.82,99,100,9.26,overcast clouds
583,Tiarei,PF,-17.5333,-149.3333,71.62,78,11,12.41,few clouds
584,Dalhousie,IN,32.5333,75.9833,55.89,74,0,5.5,clear sky
585,Columbus,US,39.9612,-82.9988,75.81,80,90,6.91,overcast clouds
586,Boden,SE,65.8252,21.6886,48.2,98,100,6.42,moderate rain
587,Asadābād,IR,34.7824,48.1185,61.77,48,33,1.79,scattered clouds
588,Tsiroanomandidy,MG,-18.7667,46.0333,80.02,34,76,9.71,broken clouds
589,Antofagasta,CL,-23.65,-70.4,67.21,59,56,8.16,broken clouds
590,Anuradhapura,LK,8.3565,80.4173,77.95,85,64,9.82,broken clouds
591,Las Vegas,US,36.175,-115.1372,73.09,51,1,3.44,clear sky
592,Hondomachi-hondo,JP,32.45,130.2,74.95,73,0,4.45,clear sky
593,Tual,ID,-5.6667,132.75,81.66,80,86,16.75,overcast clouds
594,Beni Mazar,EG,28.4962,30.8029,81.54,29,0,11.01,clear sky
595,Nemuro,JP,43.3236,145.575,51.15,71,76,11.32,broken clouds
596,Sohag,EG,26.557,31.6948,83.25,24,0,13.47,clear sky
597,Øksfjord,NO,70.2396,22.3479,45,92,100,4.92,overcast clouds
598,Polson,US,47.6936,-114.1632,60.39,51,80,7,broken clouds
599,Humaitá,BR,-7.5061,-63.0208,94.51,43,94,2.13,overcast clouds
600,Ankpa,NG,7.3706,7.6253,84.47,70,91,4.54,overcast clouds
601,Ayagoz,KZ,47.9714,80.4392,28.89,87,20,8.3,few clouds
602,Fort Saint James,CA,54.4333,-124.25,33.46,96,100,1.79,overcast clouds
603,Ferkessédougou,CI,9.6,-5.2,90.39,47,35,6.85,scattered clouds
604,Boguchany,RU,58.3814,97.4531,30.25,76,100,5.37,overcast clouds
605,Yulara,AU,-25.2406,130.9889,66.04,45,42,10.36,scattered clouds
606,Darnah,LY,32.767,22.6367,71.78,63,0,17.67,clear sky
607,Kontagora,NG,10.3999,5.4695,82.47,75,100,4.81,overcast clouds
608,Tías,ES,28.9611,-13.645,80.28,54,20,16.11,few clouds
609,Ulaangom,MN,49.9811,92.0667,39.27,53,88,2.95,overcast clouds
610,Quatre Cocos,MU,-20.2078,57.7625,70.09,77,83,4.05,light rain
611,Penzance,GB,50.1186,-5.5371,60.01,94,93,15.01,overcast clouds
612,Ola,RU,59.5833,151.2833,26.22,52,0,6.8,clear sky
613,Bull Savanna,JM,17.8868,-77.5902,85.14,65,89,14.99,overcast clouds
614,San-Pédro,CI,4.7485,-6.6363,81.37,75,41,8.84,scattered clouds
615,Zhezkazgan,KZ,47.8043,67.7144,34.07,55,15,14.2,few clouds
616,Wakkanai,JP,45.4094,141.6739,54.59,50,100,14.65,overcast clouds
617,Severomuysk,RU,56.1481,113.4267,21.29,95,98,4.97,light snow
618,Pangnirtung,CA,66.1451,-65.7125,42.93,53,100,10,overcast clouds
619,Sunrise Manor,US,36.2111,-115.0731,73.72,52,1,13.8,clear sky
620,Inverness,GB,57.4791,-4.224,53.98,80,20,3,few clouds
621,Tshikapa,CD,-6.4167,20.8,73.36,85,100,3.42,overcast clouds
622,Mehamn,NO,71.0357,27.8492,44.78,81,40,11.5,scattered clouds
623,General Roca,AR,-39.0333,-67.5833,54.34,18,0,3.11,clear sky
624,Port Lincoln,AU,-34.7333,135.8667,51.17,59,12,12.28,few clouds
625,Masvingo,ZW,-20.0637,30.8277,79.27,28,0,8.68,clear sky
626,Mobai,SL,7.9944,-10.7511,85.73,64,92,3.69,light rain
627,Atascadero,US,35.4894,-120.6707,57.33,42,92,0.89,overcast clouds
628,Wajima,JP,37.4,136.9,65.14,75,53,10.04,broken clouds
629,Santa Maria,BR,-29.6842,-53.8069,69.93,68,100,5.21,overcast clouds
630,Shahr-e Bābak,IR,30.1165,55.1186,75.65,19,12,2.57,few clouds
631,Bilibino,RU,68.0546,166.4372,1.08,99,98,1.39,overcast clouds
632,Ambunti,PG,-4.2365,142.8448,72.7,100,100,1.66,overcast clouds
633,Mulegé,MX,26.8833,-111.9833,84.9,42,0,4.21,clear sky
634,Iranshahr,IR,27.2025,60.6848,88.92,13,15,2.1,few clouds
635,Mossamedes,AO,-15.1961,12.1522,68.47,68,65,16.17,broken clouds
636,Tongliao,CN,43.6125,122.2653,43.92,59,80,5.64,broken clouds
637,Marsá Maţrūḩ,EG,31.3525,27.2453,73.11,60,0,19.08,clear sky
638,Haverfordwest,GB,51.8017,-4.9691,58.33,85,100,3,overcast clouds
639,La Paz,BO,-16.5,-68.15,53.58,66,75,8.05,broken clouds
640,Arinos,BR,-15.9169,-46.1056,102.2,16,3,6.31,clear sky
641,Lodja,CD,-3.4833,23.4333,76.39,77,83,1.61,broken clouds
642,Qaqortoq,GL,60.7167,-46.0333,48.7,50,100,3.09,overcast clouds
643,Dayong,CN,25.0209,118.2898,84.88,81,1,5.3,clear sky
644,Tuatapere,NZ,-46.1333,167.6833,49.82,94,40,4.59,scattered clouds
645,Banda Aceh,ID,5.5577,95.3222,79.11,80,100,6.2,overcast clouds
646,Turtas,RU,58.9417,69.1325,38.79,88,35,6.24,scattered clouds
647,Flinders,AU,-34.5833,150.8552,55.06,77,50,1.99,scattered clouds
648,Saint-François,FR,46.4154,3.9054,58.68,61,75,5.75,broken clouds
649,‘Āhuimanu,US,21.4447,-157.8378,76.71,75,75,10.36,broken clouds
650,Westport,US,41.1415,-73.3579,70.47,70,90,1.01,overcast clouds
651,Tlaltenango,MX,19.1667,-98.3333,68.5,60,20,11.5,few clouds
652,Gimli,CA,50.6336,-96.9907,68.43,48,90,13.13,overcast clouds
653,Bridlington,GB,54.0831,-0.1919,59.86,74,94,10.16,overcast clouds
654,Springfield,US,37.2153,-93.2982,64.9,95,90,4,overcast clouds
655,Bauchi,NG,10.5,10,89.78,36,99,5.84,overcast clouds
656,Porbandar,IN,21.6422,69.6093,83.68,74,25,10.33,light rain
657,Hervey Bay,AU,-25.2986,152.8535,59.04,65,0,3.24,clear sky
658,Bikin,RU,46.8161,134.26,43.86,72,100,1.25,overcast clouds
659,Kalmunai,LK,7.4167,81.8167,82,73,50,10.29,scattered clouds
660,Redlands,US,34.0556,-117.1825,76.44,77,5,3.04,clear sky
661,Kutum,SD,14.2,24.6667,86.29,17,98,4.59,overcast clouds
662,Danjiangkou,CN,32.5428,111.5086,55.85,92,100,3.47,overcast clouds
663,Salinópolis,BR,-0.6136,-47.3561,86.02,63,95,12.82,overcast clouds
664,Shingū,JP,33.7333,135.9833,69.06,81,10,4.92,clear sky
665,Waingapu,ID,-9.6567,120.2641,76.8,76,84,4.23,broken clouds
666,Athabasca,CA,54.7169,-113.2854,42.17,55,100,6.35,overcast clouds
667,Sidi Ali,DZ,36.0998,0.4206,73.87,46,37,14.63,scattered clouds
668,Winslow,US,35.0242,-110.6974,53.78,94,90,0,overcast clouds
669,Kiama,AU,-34.6833,150.8667,55.26,70,47,6.22,scattered clouds
670,Darhan,MN,49.4867,105.9228,44.46,64,60,1.12,broken clouds
671,Qasigiannguit,GL,68.8193,-51.1922,32.25,74,100,2.73,overcast clouds
672,Hambantota,LK,6.1241,81.1185,80.2,83,77,13.8,broken clouds
673,Kigoma,TZ,-4.8769,29.6267,78.8,64,2,7.47,clear sky
674,Big Spring,US,32.2504,-101.4787,77.27,38,1,7,clear sky
675,Mogadishu,SO,2.0371,45.3438,78.17,83,98,17.52,overcast clouds
