City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Chingirlau,KZ,2021-09-26 13:04:42,51.095,54.0814,61.36,47,100,9.06
296,Donskoy,RU,2021-09-26 13:04:42,53.9711,38.3363,47.28,86,100,17.63
297,Karratha,AU,2021-09-26 13:04:42,-20.7377,116.8463,74.16,60,0,18.61
298,Roberval,CA,2021-09-26 13:04:42,48.5168,-72.2324,57.27,82,100,2.3
299,Sola,VU,2021-09-26 13:04:43,-13.8833,167.55,79.0,78,9,17.0
300,Ponta Do Sol,PT,2021-09-26 13:04:43,32.6667,-17.1,78.71,65,100,4.38
301,Araouane,ML,2021-09-26 13:04:44,18.9048,-3.5265,105.44,7,69,10.29
302,Okato,NZ,2021-09-26 13:04:44,-39.2,173.8833,43.68,69,33,5.93
303,Kirsanov,RU,2021-09-26 13:04:44,52.6549,42.7224,49.32,93,100,5.3
304,Xique-Xique,BR,2021-09-26 13:04:44,-10.8218,-42.7263,82.81,48,0,15.55
305,Harper,LR,2021-09-26 13:04:45,4.375,-7.7169,74.88,95,100,4.76
306,Honningsvag,NO,2021-09-26 13:03:12,70.9821,25.9704,47.79,76,100,12.39
307,Fairbanks,US,2021-09-26 13:00:10,64.8378,-147.7164,30.31,93,95,0.16
308,Ixtapa,MX,2021-09-26 13:01:15,20.7,-105.2,76.23,94,75,6.91
309,Tessalit,ML,2021-09-26 13:04:45,20.1986,1.0114,103.05,7,0,18.39
310,Yaan,NG,2021-09-26 13:04:46,7.3833,8.5667,84.4,66,61,3.51
311,Banda Aceh,ID,2021-09-26 13:04:46,5.5577,95.3222,79.03,83,100,14.14
312,Boca Do Acre,BR,2021-09-26 13:04:46,-8.7522,-67.3978,87.24,50,12,3.76
313,Rantoul,US,2021-09-26 13:04:47,40.3084,-88.1559,58.17,68,1,9.22
314,Matara,LK,2021-09-26 13:04:47,5.9485,80.5353,78.85,87,100,15.7
315,Isola Della Scala,IT,2021-09-26 13:04:47,45.2722,11.009,70.54,94,75,12.66
316,Grindavik,IS,2021-09-26 13:04:48,63.8424,-22.4338,43.27,81,90,28.77
317,Kishtwar,IN,2021-09-26 13:04:48,33.3167,75.7667,68.11,83,1,3.29
318,Bluefields,NI,2021-09-26 13:00:34,12.0137,-83.7635,74.44,94,100,5.77
319,Klaksvik,FO,2021-09-26 13:04:48,62.2266,-6.589,52.72,95,100,28.88
320,Avera,US,2021-09-26 13:04:49,33.194,-82.5271,62.71,71,0,4.14
321,Manokwari,ID,2021-09-26 13:04:49,-0.8667,134.0833,80.42,78,6,3.38
322,Saint Anthony,US,2021-09-26 13:04:49,45.0205,-93.218,56.71,78,1,1.01
323,Kiama,AU,2021-09-26 13:04:49,-34.6833,150.8667,52.38,86,68,1.01
324,Luis Correia,BR,2021-09-26 13:04:50,-2.8792,-41.6669,88.36,53,44,10.87
325,Cheremukhovo,RU,2021-09-26 13:04:50,60.3484,59.9851,41.0,61,100,7.78
326,Piacabucu,BR,2021-09-26 13:04:51,-10.4056,-36.4344,80.35,75,17,12.91
327,Zhangye,CN,2021-09-26 13:04:51,38.9342,100.4517,66.99,28,0,2.95
328,General Elizardo Aquino,PY,2021-09-26 13:04:51,-24.4333,-56.7,87.71,26,0,3.6
329,Camopi,GF,2021-09-26 13:04:52,3.1655,-52.3158,85.82,59,90,4.97
330,Mount Gambier,AU,2021-09-26 13:04:52,-37.8333,140.7667,42.75,91,80,5.44
331,Lavrentiya,RU,2021-09-26 13:04:52,65.5833,-171.0,30.87,79,100,6.51
332,Sakakah,SA,2021-09-26 13:04:52,29.9697,40.2064,90.84,19,0,4.99
333,Souillac,MU,2021-09-26 13:04:53,-20.5167,57.5167,74.35,79,66,16.42
334,Mayumba,GA,2021-09-26 13:04:53,-3.432,10.6554,78.37,79,79,9.71
335,Sorland,NO,2021-09-26 13:04:53,67.667,12.6934,53.67,94,90,24.16
336,Qaqortoq,GL,2021-09-26 13:04:54,60.7167,-46.0333,36.1,38,0,5.91
337,Kralendijk,BQ,2021-09-26 13:04:54,12.15,-68.2667,85.98,79,40,14.97
338,Krasnovishersk,RU,2021-09-26 13:04:54,60.4078,57.082,43.18,67,100,11.72
339,Winton,US,2021-09-26 13:04:55,37.3894,-120.6133,77.34,84,1,3.44
340,Port Macquarie,AU,2021-09-26 13:04:55,-31.4333,152.9167,55.89,66,100,9.19
341,Zyryanka,RU,2021-09-26 13:04:55,65.75,150.85,34.63,80,100,7.49
342,Paita,PE,2021-09-26 13:04:56,-5.0892,-81.1144,64.96,80,86,7.38
343,Sobolevo,RU,2021-09-26 13:04:56,54.4299,31.8996,50.72,77,72,14.97
344,Shenzhen,CN,2021-09-26 13:04:56,22.5455,114.0683,86.11,82,12,6.73
345,Tutoia,BR,2021-09-26 13:04:57,-2.7619,-42.2744,87.22,53,98,9.8
346,Awbari,LY,2021-09-26 13:04:57,26.5921,12.7805,90.1,15,0,10.98
347,Te Anau,NZ,2021-09-26 13:04:57,-45.4167,167.7167,31.82,90,31,1.95
348,Barela,IN,2021-09-26 13:04:57,23.1,80.05,79.61,89,75,0.0
349,Provost,CA,2021-09-26 13:04:58,52.3501,-110.2683,50.29,77,23,7.34
350,Vila Velha,BR,2021-09-26 13:00:36,-20.3297,-40.2925,77.97,62,3,14.05
351,Nanortalik,GL,2021-09-26 13:04:58,60.1432,-45.2371,38.8,62,40,4.56
352,Khunti,IN,2021-09-26 13:04:58,23.0833,85.2833,78.91,90,84,7.18
353,Kieta,PG,2021-09-26 13:04:59,-6.2167,155.6333,79.09,84,49,2.24
354,Pierre,US,2021-09-26 13:04:59,44.3683,-100.351,57.06,72,1,5.99
355,Ceske Velenice,CZ,2021-09-26 13:04:59,48.7685,14.9637,77.41,64,61,5.01
356,Whitewater,US,2021-09-26 13:05:00,42.8336,-88.7323,57.88,43,16,11.88
357,Nogliki,RU,2021-09-26 13:05:00,51.8333,143.1667,49.44,85,86,7.18
358,Taos,US,2021-09-26 13:05:00,36.4072,-105.5731,51.26,74,1,1.01
359,Aswan,EG,2021-09-26 13:05:01,24.0934,32.907,100.83,12,46,12.68
360,Tilichiki,RU,2021-09-26 13:05:01,60.4667,166.1,41.0,92,100,4.21
361,Rampura,IN,2021-09-26 13:05:01,30.25,75.2333,86.14,59,0,5.48
362,Nalut,LY,2021-09-26 13:05:02,30.3333,10.85,94.12,19,78,6.82
363,Parola,IN,2021-09-26 13:05:03,20.8833,75.1167,78.42,82,100,8.9
364,Cairns,AU,2021-09-26 13:00:09,-16.9167,145.7667,72.07,87,58,3.44
365,Bambous Virieux,MU,2021-09-26 13:05:03,-20.3428,57.7575,74.21,78,15,16.15
366,Shache,CN,2021-09-26 13:05:03,38.4167,77.2406,75.65,16,0,5.12
367,Itoman,JP,2021-09-26 13:05:04,26.1247,127.6694,84.22,79,40,10.36
368,Vardo,NO,2021-09-26 13:05:04,70.3705,31.1107,47.5,83,98,8.21
369,Pizhma,RU,2021-09-26 13:05:04,57.8642,47.1171,47.61,87,100,6.49
370,Valparaiso,CL,2021-09-26 13:05:05,-33.0393,-71.6273,61.03,71,0,8.05
371,Kilindoni,TZ,2021-09-26 13:05:05,-7.9139,39.6668,78.4,70,6,9.01
372,Dunedin,NZ,2021-09-26 13:05:05,-45.8742,170.5036,38.8,83,14,5.84
373,Hasaki,JP,2021-09-26 13:05:05,35.7333,140.8333,66.29,62,97,12.3
374,Punta Alta,AR,2021-09-26 13:05:06,-38.8759,-62.0736,55.87,41,6,16.75
375,Washington,US,2021-09-26 13:05:06,47.5001,-120.5015,63.09,62,100,5.12
376,Mawlaik,MM,2021-09-26 13:05:07,23.6333,94.4167,78.28,93,75,1.25
377,Boissevain,CA,2021-09-26 13:05:07,49.2306,-100.0559,61.05,61,12,4.81
378,Osypenko,UA,2021-09-26 13:05:07,46.9136,36.8253,67.84,56,89,18.05
379,Honiara,SB,2021-09-26 13:05:07,-9.4333,159.95,77.86,89,24,4.99
380,Port Hedland,AU,2021-09-26 13:05:08,-20.3167,118.5667,73.45,78,4,10.36
381,Chilca,PE,2021-09-26 13:05:08,-12.5211,-76.7372,60.85,87,96,4.63
382,Nantucket,US,2021-09-26 13:02:51,41.2835,-70.0995,66.34,94,90,12.66
383,Labuhan,ID,2021-09-26 13:05:08,-6.8844,112.2051,81.64,76,40,5.14
384,Fort Nelson,CA,2021-09-26 13:00:17,58.8053,-122.7002,42.84,71,100,2.46
385,Muros,ES,2021-09-26 13:05:09,42.7762,-9.0603,71.24,83,100,12.73
386,Inhambane,MZ,2021-09-26 13:05:09,-23.865,35.3833,79.38,60,0,13.67
387,Neuquen,AR,2021-09-26 13:05:09,-38.9516,-68.0591,53.87,32,78,11.77
388,Nefteyugansk,RU,2021-09-26 13:05:10,61.0998,72.6035,41.25,74,52,9.91
389,Topolobampo,MX,2021-09-26 13:05:10,25.6,-109.05,77.05,74,0,4.61
390,Lasa,IT,2021-09-26 13:05:10,46.6166,10.7002,66.02,90,100,4.65
391,Remedios,CU,2021-09-26 13:05:11,22.4947,-79.5458,81.52,82,6,1.77
392,Sao Joao Do Piaui,BR,2021-09-26 13:05:11,-8.3581,-42.2467,90.95,35,0,10.27
393,Pulandian,CN,2021-09-26 13:05:11,39.3953,121.9669,71.73,89,100,6.42
394,Vershino-Shakhtaminskiy,RU,2021-09-26 13:05:12,51.3012,117.8868,41.13,91,100,8.16
395,Baruun-Urt,MN,2021-09-26 13:05:12,46.6806,113.2792,48.25,43,0,14.79
396,Mindelo,CV,2021-09-26 13:05:12,16.8901,-24.9804,83.75,61,40,17.27
397,Vagur,FO,2021-09-26 13:05:13,61.4732,-6.8119,52.38,94,100,32.93
398,Nikki,BJ,2021-09-26 13:05:13,9.9401,3.2108,87.22,56,100,4.23
399,Glace Bay,CA,2021-09-26 13:05:13,46.1969,-59.957,64.04,92,100,4.0
400,Changli,CN,2021-09-26 13:05:14,39.7042,119.1506,65.34,92,100,4.03
401,La Ronge,CA,2021-09-26 13:05:14,55.1001,-105.2842,37.62,100,20,2.3
402,Tevaitoa,PF,2021-09-26 13:05:14,-16.7833,-151.5,78.15,78,3,13.53
403,Sao Filipe,CV,2021-09-26 13:05:15,14.8961,-24.4956,79.3,76,76,5.88
404,Aykhal,RU,2021-09-26 13:05:15,66.0,111.5,28.56,71,6,10.18
405,Boffa,GN,2021-09-26 13:05:15,10.1667,-14.0333,86.92,69,100,1.21
406,Omboue,GA,2021-09-26 13:05:16,-1.5746,9.2618,81.34,73,86,10.87
407,Ambon,ID,2021-09-26 13:03:50,-3.6954,128.1814,77.14,94,40,9.22
408,Moranbah,AU,2021-09-26 13:05:16,-22.0016,148.0466,66.31,52,5,7.65
409,Hue,VN,2021-09-26 13:00:31,16.4667,107.6,82.51,78,20,4.61
410,Tautira,PF,2021-09-26 13:05:17,-17.7333,-149.15,78.82,80,2,15.41
411,Margate,GB,2021-09-26 13:05:17,51.3813,1.3862,69.96,91,100,13.49
412,Saravena,CO,2021-09-26 13:05:17,6.9538,-71.8752,78.91,67,88,0.83
413,Phuthaditjhaba,ZA,2021-09-26 13:05:17,-28.5242,28.8158,85.5,15,21,5.66
414,Krasnoye,UA,2021-09-26 13:05:18,49.9145,24.6134,65.55,65,88,6.53
415,Ihosy,MG,2021-09-26 13:05:18,-22.4,46.1167,81.1,33,0,13.96
416,Sain Alto,MX,2021-09-26 13:05:18,23.5833,-103.25,55.89,87,92,2.35
417,Marawi,PH,2021-09-26 13:05:19,7.9986,124.2928,67.64,91,100,3.15
418,Ilulissat,GL,2021-09-26 13:05:19,69.2167,-51.1,19.42,49,0,5.75
419,Coquimbo,CL,2021-09-26 13:05:19,-29.9533,-71.3436,56.93,82,0,4.61
420,Kushiro,JP,2021-09-26 13:05:20,42.975,144.3747,55.45,88,100,4.72
421,Tiznit,MA,2021-09-26 13:05:20,29.5833,-9.5,90.27,16,5,6.62
422,Orje,NO,2021-09-26 13:05:20,59.4802,11.6602,62.42,53,100,5.73
423,Pimentel,PE,2021-09-26 13:05:21,-6.8367,-79.9342,62.89,82,90,1.14
424,Ola,RU,2021-09-26 13:05:21,59.5833,151.2833,44.74,67,100,13.4
425,Constitucion,CL,2021-09-26 13:05:21,-35.3333,-72.4167,53.28,70,100,6.96
426,San Cristobal,VE,2021-09-26 13:05:22,7.7669,-72.225,78.98,72,92,4.85
427,Zhezkazgan,KZ,2021-09-26 13:05:22,47.8043,67.7144,69.75,14,58,11.05
428,Moss Vale,AU,2021-09-26 13:05:22,-34.55,150.3833,44.15,94,93,1.74
429,Dalbandin,PK,2021-09-26 13:05:23,28.8947,64.4101,95.77,6,0,10.8
430,Bonfim,BR,2021-09-26 13:05:23,3.0833,-59.95,84.02,63,72,2.51
431,Oranjestad,AW,2021-09-26 13:00:24,12.524,-70.027,86.92,77,88,13.0
432,Pinar Del Rio,CU,2021-09-26 13:05:23,22.4175,-83.6981,78.55,82,9,3.62
433,Mastic Beach,US,2021-09-26 13:05:24,40.7668,-72.8521,67.1,77,1,3.0
434,Cidreira,BR,2021-09-26 13:05:24,-30.1811,-50.2056,69.28,72,0,5.17
435,Asau,RO,2021-09-26 13:05:24,46.4333,26.4,74.75,45,1,2.46
436,Coolum Beach,AU,2021-09-26 13:05:25,-26.5333,153.1,68.11,77,93,15.46
437,Atasu,KZ,2021-09-26 13:05:25,48.6814,71.6433,63.18,11,96,11.59
438,Berlevag,NO,2021-09-26 13:05:25,70.8578,29.0864,49.01,70,100,9.17
439,Verkhnyaya Inta,RU,2021-09-26 13:05:26,65.9811,60.3094,41.4,57,100,10.67
440,Ahuimanu,US,2021-09-26 13:05:26,21.4447,-157.8378,78.51,76,75,9.22
441,Morant Bay,JM,2021-09-26 13:05:26,17.8815,-76.4093,83.82,71,0,6.82
442,Gharo,PK,2021-09-26 13:05:27,24.7424,67.5856,89.82,57,39,14.47
443,Mongoumba,CF,2021-09-26 13:05:27,3.6415,18.5936,90.28,46,57,2.84
444,Ajdabiya,LY,2021-09-26 13:05:27,30.7554,20.2263,81.64,40,0,13.49
445,Ballina,AU,2021-09-26 13:05:28,-28.8667,153.5667,57.78,78,100,15.05
446,Macapa,BR,2021-09-26 13:01:05,0.0389,-51.0664,91.38,62,40,13.8
447,Kviteseid,NO,2021-09-26 13:05:28,59.4022,8.4927,64.83,50,99,6.93
448,Bozeman,US,2021-09-26 13:05:28,45.6796,-111.0386,54.93,53,0,5.01
449,Rognan,NO,2021-09-26 13:05:29,67.0953,15.3878,53.76,80,100,8.21
450,Mehamn,NO,2021-09-26 13:03:12,71.0357,27.8492,49.23,68,100,9.57
451,Sangar,RU,2021-09-26 13:05:29,63.9242,127.4739,34.29,92,57,1.32
452,Brewster,US,2021-09-26 13:05:30,41.3973,-73.6171,64.99,82,40,1.01
453,Chaiyaphum,TH,2021-09-26 13:05:30,15.75,102.0,73.83,92,100,0.38
454,Noumea,NC,2021-09-26 13:05:30,-22.2763,166.4572,62.58,71,6,7.65
455,Guane,CU,2021-09-26 13:05:30,22.2025,-84.0875,79.54,80,15,4.21
456,Kapoeta,SS,2021-09-26 13:05:31,4.7717,33.5903,89.13,35,75,4.45
457,Gat,IL,2021-09-26 13:05:31,31.61,34.7642,95.4,37,25,15.21
458,Neftcala,AZ,2021-09-26 13:05:31,39.3742,49.2472,70.23,49,0,13.6
459,Novyy Urengoy,RU,2021-09-26 13:05:32,66.0833,76.6333,35.94,71,4,7.29
460,Eydhafushi,MV,2021-09-26 13:05:32,5.1033,73.0708,78.22,86,100,22.21
461,Trelew,AR,2021-09-26 13:05:33,-43.249,-65.3051,50.9,38,6,16.53
462,Kwinana,AU,2021-09-26 13:05:33,-32.25,115.7667,61.81,73,88,18.01
463,San Felipe,VE,2021-09-26 13:05:33,10.3399,-68.7425,83.64,60,100,4.65
464,Altay,CN,2021-09-26 13:05:12,47.8667,88.1167,43.14,30,77,3.65
465,Ocos,GT,2021-09-26 13:05:34,14.5094,-92.1933,79.32,80,74,4.27
466,Alekseyevka,RU,2021-09-26 13:05:34,50.6309,38.6903,55.76,61,91,15.55
467,Zonguldak,TR,2021-09-26 13:05:34,41.25,31.8333,65.25,48,0,6.53
468,Oranjemund,NA,2021-09-26 13:05:35,-28.55,16.4333,65.71,64,8,15.99
469,Shitanjing,CN,2021-09-26 13:05:35,39.2342,106.3439,65.64,31,100,3.31
470,Masvingo,ZW,2021-09-26 13:05:35,-20.0637,30.8277,87.31,10,0,7.54
471,Mazatlan,MX,2021-09-26 13:05:36,23.2167,-106.4167,77.92,88,90,1.01
472,Ambilobe,MG,2021-09-26 13:05:36,-13.2,49.05,86.2,41,97,3.53
473,Verkhoyansk,RU,2021-09-26 13:05:36,67.5447,133.385,36.63,77,100,1.81
474,Kargasok,RU,2021-09-26 13:05:37,59.0556,80.8572,36.7,94,100,11.9
475,Bilma,NE,2021-09-26 13:05:37,18.6853,12.9164,98.76,12,0,7.85
476,Marfino,RU,2021-09-26 13:05:37,55.7028,37.3822,52.05,82,75,15.66
477,Valleyview,CA,2021-09-26 13:05:38,55.0667,-117.2859,52.12,93,100,4.88
478,Los Llanos De Aridane,ES,2021-09-26 13:05:38,28.6585,-17.9182,74.95,79,75,5.75
479,Ayr,GB,2021-09-26 13:05:38,55.4627,-4.6339,65.48,82,40,16.11
480,Pavlohrad,UA,2021-09-26 13:05:38,48.5167,35.8667,68.97,39,7,19.69
481,Olutanga,PH,2021-09-26 13:05:39,7.3106,122.8464,83.46,74,50,4.85
482,Bolobo,CD,2021-09-26 13:05:39,-2.1667,16.2333,84.54,58,98,0.54
483,Vostok,RU,2021-09-26 13:05:39,46.4856,135.8833,47.35,91,0,3.29
484,Kruisfontein,ZA,2021-09-26 13:05:40,-34.0033,24.7314,69.89,63,57,13.2
485,Gumdag,TM,2021-09-26 13:05:40,39.2061,54.5906,70.5,50,6,13.22
486,Gazimurskiy Zavod,RU,2021-09-26 13:05:40,51.5461,118.3266,45.63,91,100,9.62
487,Lumeje,AO,2021-09-26 13:05:41,-11.55,20.7833,94.37,14,72,9.19
488,Havoysund,NO,2021-09-26 13:05:41,70.9963,24.6622,49.08,67,100,12.53
489,Aasiaat,GL,2021-09-26 13:03:13,68.7098,-52.8699,11.32,72,5,7.65
490,Lermontovka,RU,2021-09-26 13:05:41,47.1453,134.3383,52.66,92,2,3.58
491,Mizdah,LY,2021-09-26 13:05:42,31.4451,12.9801,88.29,19,28,8.08
492,Ust-Tsilma,RU,2021-09-26 13:05:42,65.441,52.1498,42.46,89,100,8.05
493,Naples,IT,2021-09-26 13:05:42,40.8333,14.25,84.81,60,0,4.0
494,Nishihara,JP,2021-09-26 13:05:43,26.1842,127.7558,83.48,79,40,10.36
495,Deputatskiy,RU,2021-09-26 13:05:43,69.3,139.9,28.67,86,100,22.35
496,Mareeba,AU,2021-09-26 13:05:43,-17.0,145.4333,68.72,92,35,3.06
497,Bulgan,MN,2021-09-26 13:05:44,48.8125,103.5347,37.99,51,75,0.89
498,Pirmasens,DE,2021-09-26 13:05:44,49.2015,7.6053,69.75,68,93,9.01
499,Lazaro Cardenas,MX,2021-09-26 13:05:44,17.9583,-102.2,76.06,88,100,4.16
500,Saint-Louis,SN,2021-09-26 13:05:45,16.3333,-15.0,98.29,29,86,4.54
501,Naifaru,MV,2021-09-26 13:05:45,5.4444,73.3657,77.97,88,100,22.19
502,Korsor,DK,2021-09-26 13:05:45,55.3299,11.1386,65.34,83,100,14.38
503,Vakhtan,RU,2021-09-26 13:05:46,57.9659,46.6889,48.74,83,100,6.55
504,Beisfjord,NO,2021-09-26 13:05:46,68.3751,17.5988,50.25,85,100,11.18
505,Boddam,GB,2021-09-26 13:05:46,57.4667,-1.7833,67.42,92,42,19.17
506,Senneterre,CA,2021-09-26 13:05:47,48.3835,-77.2328,48.42,96,100,5.01
507,Reconquista,AR,2021-09-26 13:05:47,-29.15,-59.65,74.34,44,0,8.19
508,Huarmey,PE,2021-09-26 13:05:47,-10.0681,-78.1522,63.97,85,79,5.93
509,Mahibadhoo,MV,2021-09-26 13:02:01,3.7833,72.9667,79.34,81,100,21.09
510,Baykit,RU,2021-09-26 13:05:48,61.67,96.37,39.0,84,97,9.84
511,Terme,TR,2021-09-26 13:05:48,41.2092,36.9739,71.53,61,0,8.37
512,Kutum,SD,2021-09-26 13:05:48,14.2,24.6667,81.86,41,98,9.84
513,Kimbe,PG,2021-09-26 13:05:49,-5.5502,150.1429,76.32,92,89,4.07
514,Niimi,JP,2021-09-26 13:05:49,34.9833,133.4667,68.4,97,47,3.06
515,Itarema,BR,2021-09-26 13:05:49,-2.9248,-39.9167,88.86,52,91,17.96
516,Manzanillo,CU,2021-09-26 13:05:50,20.3433,-77.1167,79.7,81,0,5.08
517,Etampes,FR,2021-09-26 13:05:50,48.4333,2.15,73.53,72,99,11.05
518,Makasar,ID,2021-09-26 13:05:50,-5.14,119.4221,82.45,69,20,4.61
519,Abu Kamal,SY,2021-09-26 13:05:51,34.4506,40.9171,87.96,14,0,16.53
520,Krasnoarmeysk,RU,2021-09-26 13:05:51,51.0239,45.6969,50.07,91,100,11.16
521,Dongsheng,CN,2021-09-26 13:05:51,39.8161,109.9776,61.16,27,21,4.83
522,Panjab,AF,2021-09-26 13:05:52,34.388,67.0233,66.47,6,0,5.95
523,Offa,NG,2021-09-26 13:05:52,8.15,4.7167,80.15,73,100,3.04
524,Sayyan,YE,2021-09-26 13:05:52,15.1718,44.3244,74.32,10,5,20.4
525,Coihaique,CL,2021-09-26 13:01:51,-45.5752,-72.0662,39.97,69,38,7.38
526,Pochutla,MX,2021-09-26 13:05:53,15.7432,-96.4661,74.17,81,95,4.12
527,Iquitos,PE,2021-09-26 13:05:53,-3.7481,-73.2472,73.44,88,75,3.44
528,Manoel Urbano,BR,2021-09-26 13:05:53,-8.8389,-69.2597,84.18,60,3,2.98
529,Nhulunbuy,AU,2021-09-26 13:05:54,-12.2333,136.7667,79.41,83,100,8.05
530,Ayagoz,KZ,2021-09-26 13:05:54,47.9714,80.4392,51.03,34,100,17.63
531,Caconda,AO,2021-09-26 13:05:54,-13.7333,15.0667,92.44,7,0,5.7
532,Samfya,ZM,2021-09-26 13:05:54,-11.3649,29.5565,88.23,18,66,3.98
533,Jagdalpur,IN,2021-09-26 13:05:55,19.0667,82.0333,73.6,93,100,5.64
534,Akcaabat,TR,2021-09-26 13:05:55,41.0212,39.5715,69.67,56,40,3.44
535,Piriyapatna,IN,2021-09-26 13:05:56,12.3397,76.0992,71.51,89,100,8.66
536,Kannangad,IN,2021-09-26 13:05:56,12.3081,75.1063,79.99,85,100,7.05
537,Nexo,DK,2021-09-26 13:05:56,55.0607,15.1306,62.69,81,56,11.63
538,San Angelo,US,2021-09-26 13:01:04,31.4638,-100.437,62.42,66,1,3.0
539,Grove City,US,2021-09-26 13:05:34,39.8815,-83.093,57.11,84,1,3.44
540,Sosua,DO,2021-09-26 13:05:13,19.7667,-70.5167,85.23,84,20,0.0
541,Melfi,IT,2021-09-26 13:05:57,40.9965,15.6514,91.49,20,45,6.62
542,Santa Lucia,ES,2021-09-26 13:05:57,27.9117,-15.5407,75.76,66,20,16.11
543,Kumylzhenskaya,RU,2021-09-26 13:05:58,49.8809,42.5898,60.01,59,14,19.46
544,Bahia Blanca,AR,2021-09-26 13:05:58,-38.7196,-62.2724,56.12,34,89,14.63
545,Jalu,LY,2021-09-26 13:05:58,29.0331,21.5482,86.18,24,0,10.29
546,Gao,ML,2021-09-26 13:01:49,16.6362,1.637,101.84,11,1,4.09
547,Bisho,ZA,2021-09-26 13:05:59,-32.8472,27.4422,74.28,46,16,13.2
548,Bende,NG,2021-09-26 13:05:59,5.5572,7.6368,75.27,91,100,2.33
549,Fougamou,GA,2021-09-26 13:05:59,-1.2154,10.5838,83.53,72,100,2.37
550,Kyshtovka,RU,2021-09-26 13:06:00,56.555,76.6271,37.42,80,100,7.61
551,Ossora,RU,2021-09-26 13:06:00,59.2353,163.0719,42.24,86,78,7.76
552,Pisco,PE,2021-09-26 13:06:00,-13.7,-76.2167,61.02,88,90,3.44
553,Farmington,US,2021-09-26 13:04:01,36.7281,-108.2187,54.19,66,1,5.75
554,Bullhead City,US,2021-09-26 13:06:01,35.1478,-114.5683,80.71,50,40,0.0
555,Bara,NG,2021-09-26 13:06:01,10.3744,10.7288,88.88,50,42,2.77
556,Beira,MZ,2021-09-26 13:06:02,-19.8436,34.8389,78.89,73,20,17.27
557,Penzance,GB,2021-09-26 13:06:02,50.1186,-5.5371,67.77,85,44,21.14
558,Asarganj,IN,2021-09-26 13:06:02,25.15,86.6833,87.17,70,85,5.55
559,Sitka,US,2021-09-26 13:06:03,57.0531,-135.33,42.69,87,75,0.0
560,Berbera,SO,2021-09-26 13:06:03,10.4396,45.0143,91.33,55,99,4.61
561,North Bend,US,2021-09-26 13:06:03,43.4065,-124.2243,57.85,82,90,5.75
562,Seoul,KR,2021-09-26 13:03:30,37.5683,126.9778,72.84,62,100,2.55
563,Donaueschingen,DE,2021-09-26 13:06:04,47.95,8.5,67.84,84,100,2.73
564,Tateyama,JP,2021-09-26 13:06:04,34.9833,139.8667,68.05,70,54,12.55
565,Matagami,CA,2021-09-26 13:02:37,49.7502,-77.6328,46.54,94,100,4.99
566,Namibe,AO,2021-09-26 13:06:05,-15.1961,12.1522,68.59,72,38,13.98
567,Nerchinskiy Zavod,RU,2021-09-26 13:06:05,51.3088,119.61,52.02,93,100,12.24
568,Touros,BR,2021-09-26 13:06:05,-5.1989,-35.4608,88.7,62,16,18.68
569,Katherine,AU,2021-09-26 13:06:05,-14.4667,132.2667,77.32,38,66,3.44
